"type","longitude","latitude"
"Bus Stop",-9.1362802,38.7577565
"Bus Stop",-9.1359117,38.7593829
"Bus Stop",-9.1265963,38.7699186
"Bus Stop",-9.1267076,38.7699334
"Bus Stop",-9.1178911,38.7689726
"Bus Stop",-9.0971717,38.7744169
"Bus Stop",-9.1008186,38.7744549
"Bus Stop",-9.0999194,38.7728106
"Bus Stop",-9.2250256,38.6982916
"Bus Stop",-9.2250443,38.6982973
"Bus Stop",-9.2195532,38.6961032
"Bus Stop",-9.2155448,38.6950325
"Bus Stop",-9.2097158,38.6961269
"Bus Stop",-9.2034771,38.6973634
"Bus Stop",-9.2007663,38.6971536
"Bus Stop",-9.2009421,38.6971207
"Bus Stop",-9.1995637,38.6984846
"Bus Stop",-9.1995506,38.7029713
"Bus Stop",-9.1993801,38.7044036
"Bus Stop",-9.1998696,38.7057281
"Bus Stop",-9.202351,38.7057323
"Bus Stop",-9.2023522,38.7056431
"Bus Stop",-9.2025506,38.7072728
"Bus Stop",-9.2028174,38.7094826
"Bus Stop",-9.1999966,38.709362
"Bus Stop",-9.2011687,38.7117022
"Bus Stop",-9.1991044,38.7121214
"Bus Stop",-9.1973758,38.713755
"Bus Stop",-9.1969186,38.7139123
"Bus Stop",-9.199529,38.7176951
"Bus Stop",-9.1968795,38.7220832
"Bus Stop",-9.2019472,38.7369637
"Bus Stop",-9.1983135,38.7431187
"Bus Stop",-9.1941276,38.7444879
"Bus Stop",-9.2005412,38.7457123
"Bus Stop",-9.2012578,38.748854
"Bus Stop",-9.2031221,38.7498826
"Bus Stop",-9.1892681,38.7528165
"Bus Stop",-9.1896831,38.7524829
"Bus Stop",-9.1923798,38.7553594
"Bus Stop",-9.1926882,38.7590687
"Bus Stop",-9.1966431,38.7616268
"Bus Stop",-9.1969621,38.7617526
"Bus Stop",-9.1970145,38.7617733
"Bus Stop",-9.1982494,38.7660385
"Bus Stop",-9.1955342,38.7690173
"Bus Stop",-9.1934492,38.7710191
"Bus Stop",-9.1901586,38.7721091
"Bus Stop",-9.1891335,38.7710582
"Bus Stop",-9.1890093,38.7709369
"Bus Stop",-9.1906552,38.7721955
"Bus Stop",-9.1935206,38.7709911
"Bus Stop",-9.195779,38.7688007
"Bus Stop",-9.1990033,38.7650345
"Bus Stop",-9.1988727,38.7650854
"Bus Stop",-9.1987339,38.7651395
"Bus Stop",-9.1925702,38.7594527
"Bus Stop",-9.2031641,38.7501435
"Bus Stop",-9.2015059,38.7486343
"Bus Stop",-9.2005508,38.7456027
"Bus Stop",-9.1995466,38.7176752
"Bus Stop",-9.199189,38.7447885
"Bus Stop",-9.1988839,38.744766
"Bus Stop",-9.1998032,38.7449044
"Bus Stop",-9.2001121,38.7420911
"Bus Stop",-9.2016922,38.7366074
"Bus Stop",-9.197043,38.7217442
"Bus Stop",-9.2003619,38.7137048
"Bus Stop",-9.2025746,38.713354
"Bus Stop",-9.2011585,38.7116821
"Bus Stop",-9.199905,38.7091765
"Bus Stop",-9.2031589,38.7090374
"Bus Stop",-9.2025974,38.7075825
"Bus Stop",-9.199907,38.7057279
"Bus Stop",-9.1994041,38.704208
"Bus Stop",-9.1997766,38.7012554
"Bus Stop",-9.199425,38.6978983
"Bus Stop",-9.2050552,38.6972035
"Bus Stop",-9.2188443,38.6958683
"Bus Stop",-9.2357395,38.716004
"Bus Stop",-9.2356456,38.7158784
"Bus Stop",-9.1156049,38.722642
"Bus Stop",-9.1151588,38.7229054
"Bus Stop",-9.2317273,38.7150455
"Bus Stop",-9.2292344,38.7146888
"Bus Stop",-9.2273194,38.7142275
"Bus Stop",-9.2269577,38.7143668
"Bus Stop",-9.2251638,38.7132316
"Bus Stop",-9.225199,38.7132406
"Bus Stop",-9.2261218,38.7110407
"Bus Stop",-9.2257579,38.7115051
"Bus Stop",-9.2124044,38.7278547
"Bus Stop",-9.2293422,38.7149854
"Bus Stop",-9.2273003,38.6985739
"Bus Stop",-9.2204237,38.6965924
"Bus Stop",-9.2201771,38.6969017
"Bus Stop",-9.2178982,38.6987986
"Bus Stop",-9.2163742,38.7009317
"Bus Stop",-9.2160667,38.7065588
"Bus Stop",-9.2150358,38.7098089
"Bus Stop",-9.2154033,38.7097113
"Bus Stop",-9.2142084,38.7118911
"Bus Stop",-9.2147479,38.7157621
"Bus Stop",-9.209643,38.7174557
"Bus Stop",-9.2034698,38.7136071
"Bus Stop",-9.1937006,38.7240303
"Bus Stop",-9.1669301,38.7230329
"Bus Stop",-9.1440028,38.7249165
"Bus Stop",-9.1391392,38.7219222
"Bus Stop",-9.1418974,38.7228988
"Bus Stop",-9.1438639,38.7247622
"Bus Stop",-9.2045626,38.7145395
"Bus Stop",-9.2099188,38.713475
"Bus Stop",-9.2100507,38.7134167
"Bus Stop",-9.2116878,38.7118712
"Bus Stop",-9.2147344,38.7115706
"Bus Stop",-9.2163996,38.705769
"Bus Stop",-9.2167254,38.701433
"Bus Stop",-9.1453966,38.7980602
"Bus Stop",-9.1700025,38.7146605
"Bus Stop",-9.1699182,38.714335
"Bus Stop",-9.1699563,38.7144476
"Bus Stop",-9.1731911,38.7308792
"Bus Stop",-9.1427159,38.7855124
"Bus Stop",-9.2069801,38.7476083
"Bus Stop",-9.1001105,38.767733
"Bus Stop",-9.1001289,38.7675323
"Bus Stop",-9.1353835,38.7454949
"Bus Stop",-9.1368692,38.7157522
"Bus Stop",-9.1418432,38.7154605
"Bus Stop",-9.1748532,38.7032741
"Bus Stop",-9.1686284,38.7314038
"Bus Stop",-9.136474,38.7370928
"Bus Stop",-9.2027506,38.7492104
"Bus Stop",-9.1131205,38.7567107
"Bus Stop",-9.1084845,38.7824378
"Bus Stop",-9.1789039,38.706688
"Bus Stop",-9.1000816,38.7679826
"Bus Stop",-9.1216599,38.7926688
"Bus Stop",-9.1329196,38.7460567
"Bus Stop",-9.1213258,38.732698
"Bus Stop",-9.1025634,38.7798213
"Bus Stop",-9.1026571,38.7795501
"Bus Stop",-9.1647082,38.7375059
"Bus Stop",-9.1026012,38.7796683
"Bus Stop",-9.1358112,38.7160949
"Bus Stop",-9.1358727,38.7159595
"Bus Stop",-9.1378443,38.7139921
"Bus Stop",-9.1352758,38.7100721
"Bus Stop",-9.1337666,38.7098167
"Bus Stop",-9.1309466,38.7118655
"Bus Stop",-9.1324581,38.7122375
"Bus Stop",-9.1328348,38.7118579
"Bus Stop",-9.1306396,38.7113154
"Bus Stop",-9.132289,38.7101394
"Bus Stop",-9.1342415,38.7100022
"Bus Stop",-9.1359434,38.7099105
"Bus Stop",-9.1688125,38.7557927
"Bus Stop",-9.1126743,38.7340313
"Bus Stop",-9.1126885,38.7338901
"Bus Stop",-9.1125093,38.7337762
"Bus Stop",-9.1919516,38.7091531
"Bus Stop",-9.0998823,38.7677318
"Bus Stop",-9.0999012,38.7675267
"Bus Stop",-9.1684551,38.7313933
"Bus Stop",-9.1436047,38.7299739
"Bus Stop",-9.1468582,38.7429226
"Bus Stop",-9.1835084,38.7000443
"Bus Stop",-9.1897621,38.7528143
"Bus Stop",-9.1722679,38.7803875
"Bus Stop",-9.1722649,38.7802887
"Bus Stop",-9.1730148,38.7069805
"Bus Stop",-9.1730925,38.706864
"Bus Stop",-9.2285914,38.699433
"Bus Stop",-9.2284644,38.6994769
"Bus Stop",-9.232074,38.6994671
"Bus Stop",-9.2375518,38.6992325
"Bus Stop",-9.2374091,38.6992123
"Bus Stop",-9.2406394,38.7002013
"Bus Stop",-9.2307726,38.6992911
"Bus Stop",-9.1241581,38.7902123
"Bus Stop",-9.1114298,38.7854575
"Bus Stop",-9.1114409,38.7855993
"Bus Stop",-9.1057116,38.7408559
"Bus Stop",-9.1355857,38.7454813
"Bus Stop",-9.1933268,38.7030938
"Bus Stop",-9.1600324,38.7136607
"Bus Stop",-9.1601159,38.7136818
"Bus Stop",-9.0948773,38.7759916
"Bus Stop",-9.1766239,38.7046199
"Bus Stop",-9.1810019,38.7019672
"Bus Stop",-9.1843307,38.6997957
"Bus Stop",-9.1883799,38.6984281
"Bus Stop",-9.1917075,38.6978366
"Bus Stop",-9.1985497,38.6974262
"Bus Stop",-9.2058295,38.6998363
"Bus Stop",-9.2058373,38.699856
"Bus Stop",-9.2097441,38.7004914
"Bus Stop",-9.2100126,38.7004175
"Bus Stop",-9.2214064,38.7009907
"Bus Stop",-9.2213516,38.7009142
"Bus Stop",-9.2239693,38.6999221
"Bus Stop",-9.227289,38.7032882
"Bus Stop",-9.2271664,38.7032338
"Bus Stop",-9.2268029,38.7052674
"Bus Stop",-9.2267719,38.7057315
"Bus Stop",-9.2255676,38.7078719
"Bus Stop",-9.2256915,38.7073857
"Bus Stop",-9.2249784,38.6994021
"Bus Stop",-9.1905929,38.6980308
"Bus Stop",-9.1835868,38.7001082
"Bus Stop",-9.1976103,38.7493213
"Bus Stop",-9.1977626,38.7477881
"Bus Stop",-9.2029493,38.7451991
"Bus Stop",-9.2047499,38.7565666
"Bus Stop",-9.2047384,38.7567289
"Bus Stop",-9.2045082,38.7574257
"Bus Stop",-9.2051449,38.7576815
"Bus Stop",-9.2027516,38.7451867
"Bus Stop",-9.1978137,38.7472727
"Bus Stop",-9.1942591,38.7498149
"Bus Stop",-9.1618292,38.727681
"Bus Stop",-9.1267126,38.7110222
"Bus Stop",-9.1604781,38.7054308
"Bus Stop",-9.1642152,38.7045052
"Bus Stop",-9.1733177,38.7029694
"Bus Stop",-9.1733483,38.7029589
"Bus Stop",-9.1983627,38.696288
"Bus Stop",-9.1991894,38.6966727
"Bus Stop",-9.1702971,38.7050344
"Bus Stop",-9.1677789,38.7047197
"Bus Stop",-9.1726872,38.7059569
"Bus Stop",-9.1732876,38.7061848
"Bus Stop",-9.1737857,38.7081329
"Bus Stop",-9.1735957,38.7072579
"Bus Stop",-9.1763869,38.7054436
"Bus Stop",-9.1764586,38.7053752
"Bus Stop",-9.1948043,38.7095757
"Bus Stop",-9.1947903,38.7096216
"Bus Stop",-9.0956894,38.7656784
"Bus Stop",-9.0961167,38.7660193
"Bus Stop",-9.1059757,38.7744232
"Bus Stop",-9.1061729,38.7742185
"Bus Stop",-9.0984353,38.7838242
"Bus Stop",-9.1607358,38.7277372
"Bus Stop",-9.1591345,38.7290571
"Bus Stop",-9.1584207,38.729565
"Bus Stop",-9.1569368,38.7306154
"Bus Stop",-9.1561466,38.7311749
"Bus Stop",-9.1546976,38.7332712
"Bus Stop",-9.1545814,38.7333467
"Bus Stop",-9.1585288,38.7267466
"Bus Stop",-9.1574546,38.7258321
"Bus Stop",-9.1494906,38.7290073
"Bus Stop",-9.1492831,38.7289918
"Bus Stop",-9.1516271,38.7317608
"Bus Stop",-9.1517336,38.7316386
"Bus Stop",-9.1558885,38.7365855
"Bus Stop",-9.1560986,38.7370104
"Bus Stop",-9.1754023,38.7128769
"Bus Stop",-9.1743029,38.7102221
"Bus Stop",-9.1755746,38.7158685
"Bus Stop",-9.175714,38.7159274
"Bus Stop",-9.1749689,38.7186922
"Bus Stop",-9.1748389,38.7193375
"Bus Stop",-9.1681994,38.7299156
"Bus Stop",-9.1660474,38.7300524
"Bus Stop",-9.1646114,38.7322619
"Bus Stop",-9.1647672,38.7322453
"Bus Stop",-9.1613103,38.7364376
"Bus Stop",-9.1612908,38.7364315
"Bus Stop",-9.1607266,38.7361468
"Bus Stop",-9.1602434,38.7361809
"Bus Stop",-9.1634932,38.7371184
"Bus Stop",-9.1279842,38.7194218
"Bus Stop",-9.2078014,38.7041511
"Bus Stop",-9.203846,38.7055174
"Bus Stop",-9.1272194,38.7211592
"Bus Stop",-9.1270289,38.721149
"Bus Stop",-9.2112788,38.7033054
"Bus Stop",-9.2115025,38.7032898
"Bus Stop",-9.2127388,38.7062639
"Bus Stop",-9.2084905,38.7070753
"Bus Stop",-9.2083926,38.7095581
"Bus Stop",-9.2086746,38.7073044
"Bus Stop",-9.1960585,38.7051867
"Bus Stop",-9.1945905,38.702999
"Bus Stop",-9.1188852,38.7642423
"Bus Stop",-9.1140659,38.7629282
"Bus Stop",-9.1194544,38.762707
"Bus Stop",-9.1196649,38.7627086
"Bus Stop",-9.1218293,38.761528
"Bus Stop",-9.1221101,38.7616105
"Bus Stop",-9.1219321,38.7613035
"Bus Stop",-9.1217899,38.7612608
"Bus Stop",-9.1365026,38.7596899
"Bus Stop",-9.1372092,38.7594631
"Bus Stop",-9.1509289,38.7479799
"Bus Stop",-9.1613952,38.750138
"Bus Stop",-9.1546626,38.7473197
"Bus Stop",-9.1552405,38.747332
"Bus Stop",-9.1525644,38.747734
"Bus Stop",-9.1517291,38.7477574
"Bus Stop",-9.1587209,38.7506593
"Bus Stop",-9.1344296,38.7423183
"Bus Stop",-9.1344544,38.7422264
"Bus Stop",-9.1363178,38.742445
"Bus Stop",-9.1404173,38.7423764
"Bus Stop",-9.1444836,38.7417114
"Bus Stop",-9.1482194,38.7411394
"Bus Stop",-9.1473135,38.7411835
"Bus Stop",-9.1290598,38.7689285
"Bus Stop",-9.2115052,38.7092738
"Bus Stop",-9.2139988,38.7090756
"Bus Stop",-9.2058742,38.7076444
"Bus Stop",-9.2064646,38.7038811
"Bus Stop",-9.2050256,38.7056592
"Bus Stop",-9.2051251,38.7058879
"Bus Stop",-9.2065842,38.7023723
"Bus Stop",-9.1880491,38.6975173
"Bus Stop",-9.1333736,38.7083147
"Bus Stop",-9.1274233,38.7106359
"Bus Stop",-9.1131175,38.7230633
"Bus Stop",-9.1117608,38.7246406
"Bus Stop",-9.1096977,38.7268851
"Bus Stop",-9.1072739,38.7289814
"Bus Stop",-9.1038831,38.7352312
"Bus Stop",-9.1036825,38.7355371
"Bus Stop",-9.102914,38.7397058
"Bus Stop",-9.1010645,38.7446335
"Bus Stop",-9.0960472,38.7509907
"Bus Stop",-9.1043862,38.7700027
"Bus Stop",-9.1047008,38.7703506
"Bus Stop",-9.1075162,38.7812894
"Bus Stop",-9.1074615,38.781292
"Bus Stop",-9.1098254,38.7838901
"Bus Stop",-9.1123523,38.7837692
"Bus Stop",-9.1122598,38.7837733
"Bus Stop",-9.1139308,38.782086
"Bus Stop",-9.1117938,38.781089
"Bus Stop",-9.1044313,38.7796976
"Bus Stop",-9.1028037,38.7766453
"Bus Stop",-9.1051478,38.7731159
"Bus Stop",-9.0964096,38.7580689
"Bus Stop",-9.0960941,38.7535468
"Bus Stop",-9.0962531,38.7503245
"Bus Stop",-9.0968711,38.7481062
"Bus Stop",-9.0996833,38.746961
"Bus Stop",-9.1009568,38.7448699
"Bus Stop",-9.103064,38.7391859
"Bus Stop",-9.1037614,38.7369176
"Bus Stop",-9.1103658,38.7263888
"Bus Stop",-9.1120454,38.724476
"Bus Stop",-9.1134914,38.7227943
"Bus Stop",-9.1288801,38.7096084
"Bus Stop",-9.2115404,38.7092628
"Bus Stop",-9.205952,38.7078228
"Bus Stop",-9.1220789,38.7177011
"Bus Stop",-9.1232121,38.7198071
"Bus Stop",-9.1238354,38.7205479
"Bus Stop",-9.1285394,38.7248695
"Bus Stop",-9.1282576,38.7278004
"Bus Stop",-9.1444796,38.7571271
"Bus Stop",-9.1486749,38.7697877
"Bus Stop",-9.1474549,38.7746526
"Bus Stop",-9.1473226,38.7747439
"Bus Stop",-9.1521105,38.7743777
"Bus Stop",-9.1568572,38.7744124
"Bus Stop",-9.1567325,38.7741707
"Bus Stop",-9.1597862,38.7742245
"Bus Stop",-9.1613331,38.7738729
"Bus Stop",-9.1712542,38.7104162
"Bus Stop",-9.1726828,38.7160883
"Bus Stop",-9.1671689,38.7215886
"Bus Stop",-9.1033896,38.7594885
"Bus Stop",-9.1035873,38.759949
"Bus Stop",-9.1031313,38.7547856
"Bus Stop",-9.1088119,38.7575397
"Bus Stop",-9.1134693,38.7589507
"Bus Stop",-9.1416325,38.7580704
"Bus Stop",-9.1628334,38.757775
"Bus Stop",-9.167337,38.7573323
"Bus Stop",-9.1753469,38.7577233
"Bus Stop",-9.1799389,38.757093
"Bus Stop",-9.1859226,38.7540004
"Bus Stop",-9.1877938,38.7519808
"Bus Stop",-9.2058367,38.7364781
"Bus Stop",-9.2059004,38.7363565
"Bus Stop",-9.2075841,38.7335823
"Bus Stop",-9.2078956,38.7332368
"Bus Stop",-9.2092764,38.728086
"Bus Stop",-9.2120625,38.7275997
"Bus Stop",-9.1940837,38.6974284
"Bus Stop",-9.1612101,38.7739123
"Bus Stop",-9.1520337,38.7743023
"Bus Stop",-9.1489488,38.7687781
"Bus Stop",-9.149965,38.7588198
"Bus Stop",-9.1487429,38.7560435
"Bus Stop",-9.1375679,38.7424353
"Bus Stop",-9.1283213,38.7271377
"Bus Stop",-9.1284803,38.7254844
"Bus Stop",-9.1245253,38.7206698
"Bus Stop",-9.1228887,38.7195954
"Bus Stop",-9.1211402,38.7182215
"Bus Stop",-9.1221822,38.7179896
"Bus Stop",-9.1199662,38.7809547
"Bus Stop",-9.1203235,38.7814709
"Bus Stop",-9.1193158,38.7816504
"Bus Stop",-9.1184745,38.7822367
"Bus Stop",-9.1174943,38.7831193
"Bus Stop",-9.1201019,38.7792121
"Bus Stop",-9.1187968,38.7255225
"Bus Stop",-9.1188068,38.7257057
"Bus Stop",-9.1134157,38.724775
"Bus Stop",-9.1137209,38.7244369
"Bus Stop",-9.1170249,38.720376
"Bus Stop",-9.1169263,38.7205092
"Bus Stop",-9.1528314,38.7123242
"Bus Stop",-9.1515835,38.7148613
"Bus Stop",-9.1515459,38.714879
"Bus Stop",-9.1930489,38.7444349
"Bus Stop",-9.1922815,38.7445191
"Bus Stop",-9.1955625,38.754494
"Bus Stop",-9.1961162,38.7546523
"Bus Stop",-9.1585362,38.7110158
"Bus Stop",-9.1566659,38.7121618
"Bus Stop",-9.1563634,38.7123471
"Bus Stop",-9.1623348,38.7267041
"Bus Stop",-9.1635792,38.725303
"Bus Stop",-9.1634093,38.7253609
"Bus Stop",-9.1650306,38.7264744
"Bus Stop",-9.1649462,38.7269085
"Bus Stop",-9.1414801,38.7157809
"Bus Stop",-9.1413518,38.7156341
"Bus Stop",-9.1484615,38.7797821
"Bus Stop",-9.1512603,38.7804345
"Bus Stop",-9.1511492,38.779438
"Bus Stop",-9.1464535,38.777154
"Bus Stop",-9.1464756,38.7772606
"Bus Stop",-9.1446155,38.7791043
"Bus Stop",-9.144786,38.7791467
"Bus Stop",-9.1426745,38.7836054
"Bus Stop",-9.1432866,38.7854436
"Bus Stop",-9.1446534,38.7871684
"Bus Stop",-9.1456243,38.7880074
"Bus Stop",-9.148354,38.7875133
"Bus Stop",-9.1506904,38.7903869
"Bus Stop",-9.1506953,38.7906195
"Bus Stop",-9.1520536,38.7941082
"Bus Stop",-9.1494272,38.7960354
"Bus Stop",-9.1475825,38.7986319
"Bus Stop",-9.1477022,38.7986706
"Bus Stop",-9.1495002,38.7959516
"Bus Stop",-9.1520232,38.7934905
"Bus Stop",-9.1507461,38.7922513
"Bus Stop",-9.1491309,38.7873044
"Bus Stop",-9.1455371,38.7879547
"Bus Stop",-9.1425208,38.7872616
"Bus Stop",-9.1425405,38.7834188
"Bus Stop",-9.1511965,38.7795681
"Bus Stop",-9.15115,38.7803906
"Bus Stop",-9.1484851,38.7797242
"Bus Stop",-9.1614096,38.7730974
"Bus Stop",-9.1612731,38.772854
"Bus Stop",-9.2044985,38.7108409
"Bus Stop",-9.1957707,38.7128365
"Bus Stop",-9.1956813,38.7111604
"Bus Stop",-9.1964491,38.707669
"Bus Stop",-9.1854185,38.7053293
"Bus Stop",-9.1364213,38.7182142
"Bus Stop",-9.1378393,38.7197157
"Bus Stop",-9.1390912,38.7216849
"Bus Stop",-9.1419876,38.727372
"Bus Stop",-9.1380783,38.7198875
"Bus Stop",-9.136745,38.7186985
"Bus Stop",-9.1375733,38.7147324
"Bus Stop",-9.1373164,38.7138654
"Bus Stop",-9.1352537,38.7090391
"Bus Stop",-9.1790604,38.7060706
"Bus Stop",-9.1827947,38.7060662
"Bus Stop",-9.1895291,38.7043348
"Bus Stop",-9.1852253,38.7054578
"Bus Stop",-9.1908288,38.7036957
"Bus Stop",-9.1950098,38.7036757
"Bus Stop",-9.1961984,38.7076757
"Bus Stop",-9.1954583,38.7117282
"Bus Stop",-9.1987204,38.7122404
"Bus Stop",-9.200922,38.7133425
"Bus Stop",-9.2102472,38.7114035
"Bus Stop",-9.205386,38.7109378
"Bus Stop",-9.1418463,38.7156589
"Bus Stop",-9.1602179,38.7501449
"Bus Stop",-9.1039337,38.7935095
"Bus Stop",-9.1039905,38.7934149
"Bus Stop",-9.1974278,38.7615052
"Bus Stop",-9.1049661,38.7346969
"Bus Stop",-9.1058456,38.7327025
"Bus Stop",-9.1079992,38.7301328
"Bus Stop",-9.1096016,38.7282771
"Bus Stop",-9.1124047,38.7254864
"Bus Stop",-9.1104143,38.7273802
"Bus Stop",-9.107978,38.7301764
"Bus Stop",-9.1055831,38.7331011
"Bus Stop",-9.1047255,38.7349714
"Bus Stop",-9.1036441,38.737252
"Bus Stop",-9.2216685,38.7395405
"Bus Stop",-9.1421046,38.7157542
"Bus Stop",-9.1004308,38.7417855
"Bus Stop",-9.1967064,38.7048983
"Bus Stop",-9.1989279,38.7047289
"Bus Stop",-9.1991251,38.7064657
"Bus Stop",-9.1350437,38.7255931
"Bus Stop",-9.1349841,38.7253422
"Bus Stop",-9.1356844,38.7191592
"Bus Stop",-9.1355633,38.7195473
"Bus Stop",-9.1346111,38.7290615
"Bus Stop",-9.1347212,38.728784
"Bus Stop",-9.1254121,38.7385239
"Bus Stop",-9.1239836,38.7399279
"Bus Stop",-9.1185907,38.7483836
"Bus Stop",-9.1186469,38.7482698
"Bus Stop",-9.1239489,38.7505312
"Bus Stop",-9.1232853,38.7523175
"Bus Stop",-9.1262948,38.7554432
"Bus Stop",-9.1180534,38.754935
"Bus Stop",-9.1180482,38.7549053
"Bus Stop",-9.1167928,38.7522703
"Bus Stop",-9.112628,38.7571646
"Bus Stop",-9.1286144,38.7631246
"Bus Stop",-9.1231016,38.77025
"Bus Stop",-9.1217718,38.7711036
"Bus Stop",-9.1184393,38.7727325
"Bus Stop",-9.1161274,38.7771101
"Bus Stop",-9.1159151,38.7771361
"Bus Stop",-9.113541,38.7759849
"Bus Stop",-9.1138078,38.7761436
"Bus Stop",-9.1338888,38.7361652
"Bus Stop",-9.1664776,38.7149069
"Bus Stop",-9.1665432,38.7148901
"Bus Stop",-9.1607305,38.714415
"Bus Stop",-9.1572756,38.7177262
"Bus Stop",-9.1646636,38.7153708
"Bus Stop",-9.1643649,38.7154471
"Bus Stop",-9.1621937,38.714499
"Bus Stop",-9.1616674,38.7141569
"Bus Stop",-9.1755291,38.7062612
"Bus Stop",-9.148928,38.7746223
"Bus Stop",-9.1479229,38.7750336
"Bus Stop",-9.1119104,38.7262975
"Bus Stop",-9.1117788,38.7602962
"Bus Stop",-9.1163049,38.7835817
"Bus Stop",-9.1245815,38.7835207
"Bus Stop",-9.1238949,38.7859171
"Bus Stop",-9.1242359,38.7851739
"Bus Stop",-9.1237739,38.7882002
"Bus Stop",-9.1237813,38.7882447
"Bus Stop",-9.1247313,38.7894206
"Bus Stop",-9.1248335,38.7895132
"Bus Stop",-9.171111,38.7641798
"Bus Stop",-9.1681267,38.7681493
"Bus Stop",-9.1707325,38.7625533
"Bus Stop",-9.1707259,38.7624367
"Bus Stop",-9.1698661,38.7680469
"Bus Stop",-9.1717056,38.765215
"Bus Stop",-9.1716966,38.7652451
"Bus Stop",-9.1709676,38.7669003
"Bus Stop",-9.1706583,38.7670723
"Bus Stop",-9.1687906,38.7709502
"Bus Stop",-9.1690461,38.7702155
"Bus Stop",-9.1707258,38.7704045
"Bus Stop",-9.1688307,38.7710062
"Bus Stop",-9.1705012,38.7705008
"Bus Stop",-9.1730766,38.7703578
"Bus Stop",-9.1771909,38.7702974
"Bus Stop",-9.1775563,38.7700698
"Bus Stop",-9.1793,38.7690704
"Bus Stop",-9.1791739,38.7691356
"Bus Stop",-9.1813614,38.7673061
"Bus Stop",-9.1816349,38.7670519
"Bus Stop",-9.1901761,38.7640264
"Bus Stop",-9.1899839,38.764453
"Bus Stop",-9.2080727,38.7245205
"Bus Stop",-9.1884168,38.7476542
"Bus Stop",-9.1666969,38.7572139
"Bus Stop",-9.1625758,38.7577087
"Bus Stop",-9.1876882,38.7517088
"Bus Stop",-9.1852562,38.7543783
"Bus Stop",-9.1167093,38.7598341
"Bus Stop",-9.1402643,38.7584782
"Bus Stop",-9.1132025,38.7587774
"Bus Stop",-9.1086522,38.7574063
"Bus Stop",-9.1041772,38.7560314
"Bus Stop",-9.2142994,38.6997508
"Bus Stop",-9.2175234,38.6991026
"Bus Stop",-9.2136457,38.6996659
"Bus Stop",-9.1725065,38.7111371
"Bus Stop",-9.1720628,38.7089819
"Bus Stop",-9.1736697,38.7128235
"Bus Stop",-9.1725492,38.7163632
"Bus Stop",-9.1713143,38.7188232
"Bus Stop",-9.1674447,38.721161
"Bus Stop",-9.1654097,38.7240457
"Bus Stop",-9.1652079,38.7242278
"Bus Stop",-9.1623517,38.7265087
"Bus Stop",-9.1526316,38.7347509
"Bus Stop",-9.1524801,38.7347974
"Bus Stop",-9.1374068,38.7346931
"Bus Stop",-9.1373527,38.7346729
"Bus Stop",-9.1357528,38.734083
"Bus Stop",-9.1357241,38.7340726
"Bus Stop",-9.1248958,38.7303223
"Bus Stop",-9.1397844,38.7349659
"Bus Stop",-9.1496662,38.734987
"Bus Stop",-9.1196667,38.7276352
"Bus Stop",-9.119558,38.7275589
"Bus Stop",-9.1933641,38.710843
"Bus Stop",-9.1174317,38.7245065
"Bus Stop",-9.116352,38.7245457
"Bus Stop",-9.1087264,38.7299835
"Bus Stop",-9.1115635,38.7312128
"Bus Stop",-9.1116236,38.7313393
"Bus Stop",-9.1144272,38.732013
"Bus Stop",-9.1096188,38.7310534
"Bus Stop",-9.1085533,38.7297845
"Bus Stop",-9.1253673,38.7305605
"Bus Stop",-9.115366,38.7234449
"Bus Stop",-9.1224126,38.7290575
"Bus Stop",-9.1396403,38.7349029
"Bus Stop",-9.1936422,38.7106796
"Bus Stop",-9.1914886,38.7105487
"Bus Stop",-9.140654,38.7374593
"Bus Stop",-9.1505344,38.7365177
"Bus Stop",-9.1712513,38.7189508
"Bus Stop",-9.1735319,38.7123693
"Bus Stop",-9.1725943,38.7111987
"Bus Stop",-9.1719531,38.7095307
"Bus Stop",-9.1590286,38.7274906
"Bus Stop",-9.1628695,38.7274512
"Bus Stop",-9.1660438,38.7290725
"Bus Stop",-9.1670627,38.7294113
"Bus Stop",-9.1703801,38.7280707
"Bus Stop",-9.1689796,38.7333201
"Bus Stop",-9.1703354,38.7348172
"Bus Stop",-9.1726797,38.7323075
"Bus Stop",-9.1718476,38.7325288
"Bus Stop",-9.17018,38.7347091
"Bus Stop",-9.1690153,38.733085
"Bus Stop",-9.1685143,38.7308294
"Bus Stop",-9.1704021,38.7262394
"Bus Stop",-9.1675821,38.7262565
"Bus Stop",-9.113238,38.7383695
"Bus Stop",-9.1132601,38.7384637
"Bus Stop",-9.1072761,38.7380527
"Bus Stop",-9.1065713,38.7393334
"Bus Stop",-9.1080385,38.7362415
"Bus Stop",-9.1086431,38.735118
"Bus Stop",-9.1079498,38.7415451
"Bus Stop",-9.109777,38.7402581
"Bus Stop",-9.1119931,38.7407355
"Bus Stop",-9.1119975,38.7407526
"Bus Stop",-9.1594039,38.7413033
"Bus Stop",-9.0997372,38.7961645
"Bus Stop",-9.1044377,38.7963014
"Bus Stop",-9.1002478,38.7953274
"Bus Stop",-9.1036974,38.7941143
"Bus Stop",-9.1011872,38.742406
"Bus Stop",-9.1660365,38.7842502
"Bus Stop",-9.1937505,38.704886
"Bus Stop",-9.1146532,38.7524788
"Bus Stop",-9.1238511,38.7503238
"Bus Stop",-9.1187351,38.747127
