"type","longitude","latitude"
"Park",-9.1040643,38.7956719
"Park",-9.1038179,38.7957052
"Park",-9.1038283,38.7957357
"Park",-9.1038452,38.7957659
"Park",-9.103764,38.7959057
"Park",-9.1036129,38.7960121
"Park",-9.1035305,38.796227
"Park",-9.1034945,38.7962483
"Park",-9.1035395,38.7962895
"Park",-9.1034258,38.7963581
"Park",-9.1034747,38.796407
"Park",-9.1030247,38.7966205
"Park",-9.1010249,38.7966623
"Park",-9.1012855,38.7967493
"Park",-9.102156,38.7967779
"Park",-9.100856,38.7966293
"Park",-9.1018235,38.7967954
"Park",-9.1003835,38.7950333
"Park",-9.1001349,38.7959349
"Park",-9.1000762,38.7963254
"Park",-9.1001682,38.7964154
"Park",-9.1840582,38.760518
"Park",-9.1840779,38.7605203
"Park",-9.1840945,38.7605288
"Park",-9.1515771,38.7156507
"Park",-9.1517572,38.7157149
"Park",-9.1855996,38.7470658
"Park",-9.1274161,38.7405543
"Park",-9.1270215,38.7407315
"Park",-9.1264676,38.7407652
"Park",-9.1345936,38.739812
"Park",-9.1346305,38.7394436
"Park",-9.1808001,38.7941222
"Park",-9.1817359,38.7948138
"Park",-9.1816764,38.7948365
"Park",-9.1246223,38.7508669
"Park",-9.1231867,38.7575516
"Park",-9.1231922,38.7574482
"Park",-9.1238931,38.7566061
"Park",-9.1241799,38.7582657
"Park",-9.1240538,38.7583242
"Park",-9.123976,38.7583974
"Park",-9.1239277,38.7584999
"Park",-9.1239139,38.7567584
"Park",-9.1215163,38.755507
"Park",-9.1129839,38.7303404
"Park",-9.1128743,38.7304232
"Park",-9.1127862,38.730508
"Park",-9.1132541,38.7305754
"Park",-9.1131224,38.7306917
"Park",-9.1135497,38.730831
"Park",-9.1134782,38.73089
"Park",-9.1159434,38.7321048
"Park",-9.1827794,38.7905382
"Park",-9.1824508,38.7906177
"Park",-9.1824817,38.7906992
"Park",-9.1822537,38.7907567
"Park",-9.1821347,38.7907912
"Park",-9.1820917,38.790804
"Park",-9.1820851,38.7909086
"Park",-9.182058,38.7909558
"Park",-9.1820778,38.7909877
"Park",-9.1821421,38.7910003
"Park",-9.1822188,38.7910795
"Park",-9.1820492,38.791437
"Park",-9.1822401,38.7918457
"Park",-9.1827083,38.7014226
"Park",-9.1825092,38.7015555
"Park",-9.1923335,38.7064462
"Park",-9.1937299,38.7073671
"Park",-9.0935499,38.7830338
"Park",-9.0936317,38.7832134
"Park",-9.0935932,38.7833138
"Park",-9.0935295,38.7834891
"Park",-9.0935962,38.783109
"Park",-9.2033488,38.7489561
"Park",-9.2030172,38.7459481
"Park",-9.2030085,38.7461419
"Park",-9.2031689,38.7461747
"Park",-9.2030388,38.7465247
"Park",-9.2025803,38.7464985
"Park",-9.2026355,38.7459275
"Park",-9.1227323,38.7915793
"Park",-9.1233547,38.7919147
"Park",-9.1235789,38.7920951
"Park",-9.1235135,38.7920837
"Park",-9.1236655,38.7936977
"Park",-9.1230885,38.7941318
"Park",-9.1198384,38.7951983
"Park",-9.1229594,38.7424614
"Park",-9.123204,38.7426283
"Park",-9.1354339,38.7460975
"Park",-9.098122,38.7914412
"Park",-9.0964994,38.7957802
"Park",-9.0945058,38.7947242
"Park",-9.100706,38.7947262
"Park",-9.1006586,38.7947398
"Park",-9.1005623,38.7947809
"Park",-9.1008131,38.7947939
"Park",-9.1011604,38.7948038
"Park",-9.1010411,38.7948085
"Park",-9.1005274,38.7948162
"Park",-9.1009579,38.794819
"Park",-9.1014541,38.7948817
"Park",-9.1015852,38.7948867
"Park",-9.1017081,38.7949234
"Park",-9.1017628,38.7949353
"Park",-9.1004359,38.7949376
"Park",-9.1020147,38.7949579
"Park",-9.1022427,38.7950123
"Park",-9.1024032,38.7950164
"Park",-9.102342,38.7950332
"Park",-9.1024153,38.7950457
"Park",-9.1031094,38.795099
"Park",-9.1032119,38.795121
"Park",-9.1033149,38.7951817
"Park",-9.1021818,38.7952438
"Park",-9.1033921,38.7952956
"Park",-9.103427,38.7954168
"Park",-9.1034319,38.7955106
"Park",-9.1034293,38.7955886
"Park",-9.1033948,38.7956928
"Park",-9.1033327,38.7957449
"Park",-9.1026451,38.7957839
"Park",-9.1028704,38.7958129
"Park",-9.1032053,38.7958212
"Park",-9.1031087,38.7958337
"Park",-9.0965939,38.796207
"Park",-9.1000715,38.7962415
"Park",-9.1796102,38.7869114
"Park",-9.1785963,38.78754
"Park",-9.1788744,38.7876656
"Park",-9.1754555,38.7731094
"Park",-9.1754427,38.7731585
"Park",-9.1754259,38.7731716
"Park",-9.1754058,38.7731737
"Park",-9.1804981,38.774193
"Park",-9.1808817,38.7743969
"Park",-9.2128675,38.7303841
"Park",-9.1815902,38.7392884
"Park",-9.1814854,38.7394071
"Park",-9.1784247,38.7402174
"Park",-9.1803968,38.740335
"Park",-9.1802335,38.7403751
"Park",-9.1795827,38.7405049
"Park",-9.1531013,38.7789513
"Park",-9.1542652,38.7792362
"Park",-9.1863883,38.7683736
"Park",-9.1894407,38.7563336
"Park",-9.1899612,38.7563943
"Park",-9.1912995,38.7568273
"Park",-9.1907953,38.7576932
"Park",-9.1882087,38.7585896
"Park",-9.1883084,38.7586142
"Park",-9.1881924,38.7588994
"Park",-9.1897844,38.7592891
"Park",-9.1514825,38.7519598
"Park",-9.1514295,38.7519741
"Park",-9.1516121,38.7520239
"Park",-9.1517167,38.7520794
"Park",-9.1514967,38.7521013
"Park",-9.1514495,38.7521156
"Park",-9.1518861,38.7521692
"Park",-9.151574,38.7522857
"Park",-9.1606987,38.7330426
"Park",-9.1610017,38.7329257
"Park",-9.1606003,38.7331261
"Park",-9.1603291,38.733199
"Park",-9.1605393,38.7331573
"Park",-9.1604018,38.7331942
"Park",-9.1598875,38.7333525
"Park",-9.1605861,38.7333536
"Park",-9.1599976,38.7335522
"Park",-9.1658288,38.73608
"Park",-9.1563507,38.7315943
"Park",-9.1568552,38.7339845
"Park",-9.1574841,38.7342994
"Park",-9.1574626,38.7343094
"Park",-9.1698847,38.7211664
"Park",-9.1693411,38.7211828
"Park",-9.1693273,38.7213047
"Park",-9.1694513,38.7213083
"Park",-9.1601922,38.7712543
"Park",-9.1594826,38.770064
"Park",-9.1595889,38.7702611
"Park",-9.1598082,38.7706098
"Park",-9.1598494,38.7706824
"Park",-9.1600435,38.7709841
"Park",-9.1601534,38.7711606
"Park",-9.1589259,38.7703589
"Park",-9.1569396,38.7709157
"Park",-9.1591857,38.7719215
"Park",-9.1491224,38.7685185
"Park",-9.1531408,38.7708208
"Park",-9.1768794,38.7522506
"Park",-9.1758327,38.75404
"Park",-9.1746629,38.7359782
"Park",-9.1748829,38.7359831
"Park",-9.1744315,38.7359936
"Park",-9.1750933,38.7360113
"Park",-9.1740322,38.7361029
"Park",-9.1755893,38.7361586
"Park",-9.1759052,38.7361607
"Park",-9.1736629,38.7363424
"Park",-9.1734333,38.7365539
"Park",-9.1733716,38.7366625
"Park",-9.1733228,38.7369573
"Park",-9.1733075,38.7372333
"Park",-9.1733837,38.7374894
"Park",-9.1772815,38.7377308
"Park",-9.1736017,38.7378387
"Park",-9.1736642,38.7379353
"Park",-9.1737787,38.7380253
"Park",-9.1742845,38.7383033
"Park",-9.1762161,38.7383737
"Park",-9.1744582,38.7383854
"Park",-9.1756515,38.7384523
"Park",-9.1751189,38.7384945
"Park",-9.1754299,38.738517
"Park",-9.1319958,38.7181293
"Park",-9.1320249,38.7181341
"Park",-9.1320483,38.7181338
"Park",-9.1326618,38.7193877
"Park",-9.1333265,38.7287413
"Park",-9.133036,38.7287933
"Park",-9.1325312,38.7288778
"Park",-9.1373529,38.7307172
"Park",-9.1371773,38.7307188
"Park",-9.13718,38.7307714
"Park",-9.1374329,38.7308034
"Park",-9.1371496,38.7308009
"Park",-9.1371304,38.7308297
"Park",-9.1371292,38.7308666
"Park",-9.1371314,38.7309637
"Park",-9.137154,38.7309637
"Park",-9.1374178,38.7309637
"Park",-9.0914384,38.7818987
"Park",-9.0915887,38.7821441
"Park",-9.0916819,38.7824017
"Park",-9.1478079,38.7768733
"Park",-9.1546985,38.77927
"Park",-9.1920769,38.7115801
"Park",-9.1076831,38.7451784
"Park",-9.106937,38.7453844
"Park",-9.1801951,38.7061451
"Park",-9.1795439,38.7063206
"Park",-9.1796348,38.706612
"Park",-9.1667887,38.720262
"Park",-9.1665285,38.7202631
"Park",-9.166511,38.7202777
"Park",-9.1668128,38.7202777
"Park",-9.1665124,38.7204378
"Park",-9.1668128,38.7204399
"Park",-9.1665271,38.7204545
"Park",-9.166798,38.7204566
"Park",-9.1222517,38.7565882
"Park",-9.1269042,38.7432171
"Park",-9.1268774,38.7432924
"Park",-9.1268104,38.7433929
"Park",-9.1266897,38.7435351
"Park",-9.1265582,38.7437025
"Park",-9.1324594,38.7558155
"Park",-9.0979743,38.7967046
"Park",-9.0964044,38.7983765
"Park",-9.0951223,38.799058
"Park",-9.0938251,38.7998129
"Park",-9.0934423,38.8000794
"Park",-9.0931318,38.8003506
"Park",-9.0927241,38.8007912
"Park",-9.092363,38.801326
"Park",-9.0920726,38.8019698
"Park",-9.0859321,38.8197155
"Park",-9.1459943,38.7321989
"Park",-9.0865783,38.8157206
"Park",-9.0864391,38.8171948
"Park",-9.0864275,38.8173611
"Park",-9.0861755,38.8173747
"Park",-9.0862728,38.817391
"Park",-9.0863473,38.8174347
"Park",-9.0860649,38.8174509
"Park",-9.0859649,38.8175582
"Park",-9.0860231,38.8178405
"Park",-9.0860381,38.817978
"Park",-9.0859864,38.8180539
"Park",-9.0854471,38.8195971
"Park",-9.1921938,38.7117119
"Park",-9.1827084,38.706143
"Park",-9.0912807,38.7773609
"Park",-9.0919078,38.7773735
"Park",-9.0918568,38.7779912
"Park",-9.0918901,38.7783354
"Park",-9.0919537,38.7789714
"Park",-9.0919964,38.7791309
"Park",-9.0922206,38.7799851
"Park",-9.0923713,38.7804569
"Park",-9.0925057,38.7808206
"Park",-9.0925331,38.7808918
"Park",-9.0910019,38.7810552
"Park",-9.0909784,38.7812507
"Park",-9.0909286,38.7816108
"Park",-9.0931043,38.7822634
"Park",-9.0949802,38.7617717
"Park",-9.0950888,38.7617765
"Park",-9.1315439,38.7166578
"Park",-9.1328563,38.7176686
"Park",-9.1323662,38.7178254
"Park",-9.1323891,38.7179004
"Park",-9.1320493,38.7179665
"Park",-9.1320616,38.7181326
"Park",-9.1371785,38.7307428
"Park",-9.1374095,38.7307746
"Park",-9.1242944,38.7505809
"Park",-9.12437,38.7506558
"Park",-9.1244805,38.7507524
"Park",-9.1247741,38.7509928
"Park",-9.1662049,38.7596852
"Park",-9.1667973,38.7596884
"Park",-9.1663793,38.7596882
"Park",-9.1657139,38.759689
"Park",-9.1665311,38.7597004
"Park",-9.1666102,38.7597058
"Park",-9.1668493,38.759701
"Park",-9.1669379,38.7599899
"Park",-9.1669308,38.7600869
"Park",-9.1667568,38.7605208
"Park",-9.09894,38.75892
"Park",-9.0992491,38.7589203
"Park",-9.0996899,38.7589446
"Park",-9.0950094,38.7551732
"Park",-9.0949374,38.7551844
"Park",-9.0947688,38.7557678
"Park",-9.0964105,38.7558109
"Park",-9.0964085,38.7558433
"Park",-9.0947277,38.7570144
"Park",-9.0949388,38.757026
"Park",-9.0949292,38.7571659
"Park",-9.0946388,38.7573384
"Park",-9.0945832,38.7575709
"Park",-9.0948861,38.7575867
"Park",-9.0945047,38.7582805
"Park",-9.0948361,38.7582976
"Park",-9.137432,38.7309637
"Park",-9.122549,38.7753593
"Park",-9.1594407,38.7218489
"Park",-9.1594109,38.7217073
"Park",-9.1580428,38.721889
"Park",-9.1580724,38.7220263
"Park",-9.1516444,38.7155399
"Park",-9.183368,38.7900961
"Park",-9.2253423,38.7558658
"Park",-9.2045905,38.7477283
"Park",-9.2034532,38.7490544
"Park",-9.1985764,38.7640383
"Park",-9.198445,38.7636681
"Park",-9.1986729,38.7637058
"Park",-9.2044482,38.7476503
"Park",-9.2037105,38.747495
"Park",-9.2288034,38.7683389
"Park",-9.2284593,38.7679324
"Park",-9.2288984,38.7677898
"Park",-9.2292115,38.7678706
"Park",-9.2294371,38.7679292
"Park",-9.2293558,38.768037
"Park",-9.229183,38.768224
"Park",-9.2282124,38.7679094
"Park",-9.2282495,38.7678924
"Park",-9.228438,38.7682431
"Park",-9.1765406,38.7863814
"Park",-9.1764859,38.7863848
"Park",-9.1763424,38.7863806
"Park",-9.1738386,38.7888745
"Park",-9.1767065,38.7863926
"Park",-9.1767669,38.7863874
"Park",-9.1768728,38.7863545
"Park",-9.1769365,38.7863184
"Park",-9.1557791,38.7586096
"Park",-9.1558026,38.7586991
"Park",-9.1557939,38.7587749
"Park",-9.1557161,38.758893
"Park",-9.1551374,38.7590587
"Park",-9.1552852,38.7590669
"Park",-9.155623,38.7589729
"Park",-9.1554133,38.7590519
"Park",-9.1515082,38.7527534
"Park",-9.1511327,38.7522127
"Park",-9.2241909,38.7742792
"Park",-9.2251216,38.7754523
"Park",-9.2270323,38.7767142
"Park",-9.2247321,38.7716627
"Park",-9.139503,38.7221704
"Park",-9.1638026,38.7506034
"Park",-9.2344054,38.7825508
"Park",-9.2341615,38.7824013
"Park",-9.2336438,38.7829143
"Park",-9.2338876,38.7830638
"Park",-9.2346633,38.782274
"Park",-9.2344836,38.7819918
"Park",-9.2342314,38.7822343
"Park",-9.2345641,38.7824435
"Park",-9.2346479,38.7823734
"Park",-9.1789119,38.7471516
"Park",-9.1782505,38.7473899
"Park",-9.1826091,38.7878202
"Park",-9.1825205,38.7878361
"Park",-9.1825826,38.7880437
"Park",-9.1826312,38.7880592
"Park",-9.1827771,38.7882374
"Park",-9.1830507,38.7881475
"Park",-9.183081,38.7881281
"Park",-9.1830919,38.78811
"Park",-9.1830941,38.7881007
"Park",-9.1830914,38.7880784
"Park",-9.1830765,38.7879386
"Park",-9.1828633,38.7877547
"Park",-9.1684182,38.77415
"Park",-9.1682736,38.7742339
"Park",-9.1681431,38.7742826
"Park",-9.167904,38.7743405
"Park",-9.16766,38.7743616
"Park",-9.1672171,38.7743842
"Park",-9.1670926,38.7743725
"Park",-9.1665951,38.7743802
"Park",-9.1664743,38.7743848
"Park",-9.1661935,38.7744432
"Park",-9.1661326,38.7744682
"Park",-9.1660839,38.7745125
"Park",-9.1658296,38.7746769
"Park",-9.1653485,38.7748139
"Park",-9.1652178,38.7748577
"Park",-9.1652147,38.774849
"Park",-9.1651733,38.7748615
"Park",-9.1647978,38.7750403
"Park",-9.164802,38.7750493
"Park",-9.1647192,38.7750891
"Park",-9.1643141,38.7752705
"Park",-9.1643928,38.7753802
"Park",-9.1645598,38.775604
"Park",-9.164462,38.7756606
"Park",-9.1645003,38.7757352
"Park",-9.1645811,38.7758497
"Park",-9.1646605,38.7759352
"Park",-9.1646209,38.7759582
"Park",-9.1645907,38.7759881
"Park",-9.1645723,38.7760865
"Park",-9.1645689,38.7761859
"Park",-9.1646329,38.7763525
"Park",-9.1646795,38.7763915
"Park",-9.1646788,38.776452
"Park",-9.1646938,38.7764682
"Park",-9.1647032,38.7764629
"Park",-9.1647196,38.7765042
"Park",-9.1647183,38.7765799
"Park",-9.1646471,38.7768678
"Park",-9.1646393,38.7769303
"Park",-9.1646635,38.7770439
"Park",-9.1647493,38.7771988
"Park",-9.164894,38.7772843
"Park",-9.1650401,38.7773792
"Park",-9.1651196,38.7774041
"Park",-9.165355,38.7774451
"Park",-9.165412,38.7774457
"Park",-9.1656761,38.7774122
"Park",-9.1661556,38.7772899
"Park",-9.1667026,38.7771849
"Park",-9.1668777,38.777147
"Park",-9.1669433,38.7771302
"Park",-9.1669717,38.7771087
"Park",-9.1670457,38.7771134
"Park",-9.1672307,38.7770673
"Park",-9.1705772,38.7751623
"Park",-9.1705045,38.7750689
"Park",-9.170486,38.7750404
"Park",-9.1704692,38.7750281
"Park",-9.1702035,38.7749989
"Park",-9.170001,38.7749688
"Park",-9.1698729,38.7749183
"Park",-9.1698278,38.7748672
"Park",-9.1697985,38.7748062
"Park",-9.1697194,38.7747431
"Park",-9.1697042,38.7746178
"Park",-9.1696502,38.774485
"Park",-9.1695508,38.7742762
"Park",-9.1695264,38.7741633
"Park",-9.1694926,38.7740562
"Park",-9.1694371,38.7740279
"Park",-9.1689081,38.7740383
"Park",-9.1687358,38.7740437
"Park",-9.1686715,38.7740522
"Park",-9.168494,38.7741081
"Park",-9.1684958,38.7741167
"Park",-9.168495,38.7741216
"Park",-9.1684922,38.7741275
"Park",-9.1684897,38.7741304
"Park",-9.1684787,38.7741383
"Park",-9.1684467,38.774153
"Park",-9.1684251,38.7741535
"Park",-9.1821008,38.7908797
"Park",-9.1821162,38.7908564
"Park",-9.1821511,38.7910237
"Park",-9.1821752,38.7910352
"Park",-9.1821897,38.7910663
"Park",-9.182069,38.7909215
"Park",-9.1820596,38.7909379
"Park",-9.1820968,38.7909977
"Park",-9.1770019,38.7825507
"Park",-9.177077,38.7825352
"Park",-9.2074568,38.7547268
"Park",-9.2073918,38.7547278
"Park",-9.2073892,38.7546159
"Park",-9.2072834,38.7546174
"Park",-9.2072855,38.7547052
"Park",-9.2073463,38.7547043
"Park",-9.2074965,38.7543731
"Park",-9.207494,38.7544609
"Park",-9.2075548,38.754462
"Park",-9.2075516,38.7545718
"Park",-9.2078638,38.7542495
"Park",-9.2077988,38.7542484
"Park",-9.2078021,38.7541365
"Park",-9.2076963,38.7541346
"Park",-9.2076938,38.7542224
"Park",-9.2077546,38.7542235
"Park",-9.2077514,38.7543333
"Park",-9.2078613,38.7543353
"Park",-9.2078954,38.7538863
"Park",-9.20789,38.753974
"Park",-9.2079507,38.7539762
"Park",-9.2079441,38.754086
"Park",-9.2080539,38.75409
"Park",-9.2078629,38.7535607
"Park",-9.2077572,38.7535568
"Park",-9.2080297,38.753407
"Park",-9.2079716,38.7532928
"Park",-9.2078606,38.7533766
"Park",-9.2076211,38.7533455
"Park",-9.2076715,38.753345
"Park",-9.2076194,38.7532335
"Park",-9.2076728,38.7534307
"Park",-9.2078638,38.7532163
"Park",-9.2080699,38.7535749
"Park",-9.2076326,38.7540827
"Park",-9.2075234,38.7541868
"Park",-9.2077098,38.7543497
"Park",-9.2081403,38.7540435
"Park",-9.2083321,38.7535174
"Park",-9.2073557,38.7548289
"Park",-9.2061083,38.7546274
"Park",-9.2060231,38.7543627
"Park",-9.2082729,38.7533543
"Park",-9.2081517,38.7532701
"Park",-9.2099587,38.7972447
"Park",-9.1966214,38.754379
"Park",-9.1962722,38.7545937
"Park",-9.1959667,38.754329
"Park",-9.1961456,38.7540125
"Park",-9.1789785,38.7495109
"Park",-9.1789182,38.7493404
"Park",-9.1789142,38.7491642
"Park",-9.1547902,38.7359886
"Park",-9.1551974,38.7362313
"Park",-9.205926,38.7591651
"Park",-9.2061344,38.7590585
"Park",-9.2061605,38.7589721
"Park",-9.2060237,38.7588858
"Park",-9.2048187,38.7588756
"Park",-9.2041999,38.7589518
"Park",-9.2033858,38.7591702
"Park",-9.2016597,38.7597898
"Park",-9.201588,38.7598813
"Park",-9.2016206,38.7599879
"Park",-9.2017639,38.760054
"Park",-9.2020049,38.7600133
"Park",-9.2038222,38.7591397
"Park",-9.2043042,38.7590229
"Park",-9.2051835,38.7590686
"Park",-9.18871,38.7574704
"Park",-9.1889886,38.7570007
"Park",-9.188658,38.7569824
"Park",-9.1887348,38.7571426
"Park",-9.1202352,38.7719775
"Park",-9.1200203,38.7721096
"Park",-9.1202097,38.7719524
"Park",-9.1199948,38.7720845
"Park",-9.1176258,38.7735467
"Park",-9.1172454,38.7743155
"Park",-9.1177117,38.7736316
"Park",-9.1172313,38.774319
"Park",-9.1174783,38.7734009
"Park",-9.1186516,38.7734246
"Park",-9.1171887,38.7743062
"Park",-9.1186417,38.7734571
"Park",-9.1183523,38.7731
"Park",-9.1165196,38.773642
"Park",-9.1172012,38.7743144
"Park",-9.1168349,38.7737619
"Park",-9.1164924,38.7735711
"Park",-9.1164884,38.7736178
"Park",-9.1179012,38.7727073
"Park",-9.1179277,38.7727084
"Park",-9.1179154,38.772706
"Park",-9.1178887,38.7727127
"Park",-9.1175402,38.773462
"Park",-9.1182669,38.7730152
"Park",-9.1170977,38.7740217
"Park",-9.1186497,38.7734486
"Park",-9.1176137,38.7734169
"Park",-9.1182433,38.773167
"Park",-9.1176993,38.7735015
"Park",-9.1181577,38.7730824
"Park",-9.1056052,38.7467899
"Park",-9.1052041,38.7466786
"Park",-9.1053746,38.7467622
"Park",-9.1050991,38.7465935
"Park",-9.1049083,38.7462411
"Park",-9.1050128,38.7464817
"Park",-9.1045297,38.7454595
"Park",-9.1047934,38.7458956
"Park",-9.104688,38.7456776
"Park",-9.1045607,38.7454947
"Park",-9.2353972,38.7656944
"Park",-9.2341758,38.7651872
"Park",-9.2353906,38.7654072
"Park",-9.2362709,38.7628866
"Park",-9.2360884,38.7620396
"Park",-9.2364344,38.7621202
"Park",-9.2373972,38.7660783
"Park",-9.2368759,38.766064
"Park",-9.2368674,38.7660015
"Park",-9.2370616,38.7659862
"Park",-9.2370474,38.7660192
"Park",-9.2373505,38.7660238
"Park",-9.2373331,38.7658238
"Park",-9.2374061,38.7658269
"Park",-9.2379531,38.7668974
"Park",-9.2370086,38.767002
"Park",-9.2369853,38.7665974
"Park",-9.2379064,38.766652
"Park",-9.2369948,38.7667614
"Park",-9.2385165,38.7663863
"Park",-9.2388333,38.7668111
"Park",-9.2386194,38.7669645
"Park",-9.2382853,38.7670111
"Park",-9.2382912,38.7672065
"Park",-9.238227,38.767202
"Park",-9.2381961,38.7669834
"Park",-9.2386876,38.7663793
"Park",-9.2386956,38.766606
"Park",-9.2388191,38.7666207
"Park",-9.2359651,38.7666202
"Park",-9.2360701,38.7668247
"Park",-9.2360293,38.7668747
"Park",-9.2355337,38.7669293
"Park",-9.2355512,38.7673065
"Park",-9.2349566,38.7673565
"Park",-9.2348342,38.7668247
"Park",-9.2350615,38.7667338
"Park",-9.2352422,38.7669747
"Park",-9.2352306,38.7668611
"Park",-9.2337128,38.7672624
"Park",-9.233559,38.7672903
"Park",-9.2335114,38.7671334
"Park",-9.2336647,38.7671026
"Park",-9.2324995,38.7681956
"Park",-9.2320381,38.7688043
"Park",-9.2315987,38.7688874
"Park",-9.2314309,38.7683312
"Park",-9.2319893,38.7681383
"Park",-9.2332718,38.7682156
"Park",-9.2333418,38.7684565
"Park",-9.2329453,38.7690019
"Park",-9.2327005,38.7689883
"Park",-9.2331086,38.7683792
"Park",-9.2329861,38.768302
"Park",-9.2330211,38.7682565
"Park",-9.2362377,38.7682264
"Park",-9.2355404,38.7682578
"Park",-9.2354988,38.7681013
"Park",-9.2307165,38.764139
"Park",-9.2301988,38.7619225
"Park",-9.2345362,38.7562792
"Park",-9.2345174,38.7563757
"Park",-9.2344612,38.7564489
"Park",-9.2344237,38.756484
"Park",-9.2343711,38.7565074
"Park",-9.2342961,38.7565308
"Park",-9.2341986,38.7565483
"Park",-9.2340673,38.7565571
"Park",-9.2339847,38.7565629
"Park",-9.2339172,38.7565571
"Park",-9.233876,38.7564723
"Park",-9.2340273,38.7563923
"Park",-9.2344673,38.7558998
"Park",-9.2342136,38.7559223
"Park",-9.2336959,38.7550417
"Park",-9.2336396,38.7548691
"Park",-9.2334045,38.7544938
"Park",-9.2332982,38.7544947
"Park",-9.2332945,38.7542343
"Park",-9.2336321,38.7542197
"Park",-9.2336546,38.75295
"Park",-9.2334408,38.7529149
"Park",-9.233437,38.7520021
"Park",-9.2330919,38.752008
"Park",-9.2330957,38.7519758
"Park",-9.2336171,38.7519114
"Park",-9.2339222,38.7519933
"Park",-9.2339322,38.7520314
"Park",-9.2339172,38.7525492
"Park",-9.2339337,38.7531464
"Park",-9.2339124,38.7538515
"Park",-9.2338872,38.7542811
"Park",-9.2339735,38.7546468
"Park",-9.2341573,38.7550973
"Park",-9.2343336,38.7555098
"Park",-9.2328948,38.7524984
"Park",-9.2325262,38.7524985
"Park",-9.2325173,38.7522609
"Park",-9.2328949,38.7522607
"Park",-9.2339343,38.7516633
"Park",-9.2339082,38.751717
"Park",-9.2337929,38.7517897
"Park",-9.233583,38.7518216
"Park",-9.2335032,38.751831
"Park",-9.2334556,38.7518085
"Park",-9.2334502,38.7517792
"Park",-9.2334864,38.7517599
"Park",-9.2335575,38.7517541
"Park",-9.2336306,38.7517337
"Park",-9.233707,38.7516569
"Park",-9.23375,38.7515472
"Park",-9.2337416,38.7509562
"Park",-9.2337668,38.7509082
"Park",-9.2338881,38.7509053
"Park",-9.2340149,38.750533
"Park",-9.2339765,38.750121
"Park",-9.2336874,38.7491695
"Park",-9.2336858,38.7490893
"Park",-9.2337465,38.7490628
"Park",-9.2339751,38.7490661
"Park",-9.2340007,38.7490916
"Park",-9.2340212,38.7491257
"Park",-9.2340513,38.7492035
"Park",-9.2340714,38.7493029
"Park",-9.2341107,38.7495105
"Park",-9.2341191,38.7496151
"Park",-9.2341247,38.7498986
"Park",-9.2341163,38.7501385
"Park",-9.2340883,38.7502846
"Park",-9.2340604,38.750459
"Park",-9.2340156,38.7506815
"Park",-9.2339709,38.7511089
"Park",-9.2339541,38.7512659
"Park",-9.2334899,38.7564315
"Park",-9.2332467,38.7564751
"Park",-9.2330482,38.7560521
"Park",-9.2329922,38.7560107
"Park",-9.2329195,38.755845
"Park",-9.2329643,38.7558057
"Park",-9.2329139,38.7557294
"Park",-9.2331936,38.7557316
"Park",-9.233325,38.7560303
"Park",-9.2329587,38.7557298
"Park",-9.2331209,38.7562071
"Park",-9.2058851,38.7536397
"Park",-9.2059575,38.7535213
"Park",-9.2055803,38.7533962
"Park",-9.20528,38.7532566
"Park",-9.2054905,38.7528949
"Park",-9.2050869,38.752752
"Park",-9.2048764,38.7531137
"Park",-9.205518,38.7535118
"Park",-9.2068137,38.7538207
"Park",-9.2064274,38.7537244
"Park",-9.2066152,38.7533061
"Park",-9.2069049,38.7534316
"Park",-9.2070014,38.7535655
"Park",-9.2068405,38.7538165
"Park",-9.2069746,38.7541386
"Park",-9.20698,38.7539043
"Park",-9.2068566,38.7538625
"Park",-9.2067493,38.7540549
"Park",-9.2020585,38.7494117
"Park",-9.2021805,38.7491676
"Park",-9.2014934,38.7489869
"Park",-9.2014203,38.7490995
"Park",-9.2028993,38.7496117
"Park",-9.2030181,38.7493662
"Park",-9.2028177,38.7493096
"Park",-9.2026953,38.7495623
"Park",-9.2240926,38.711941
"Park",-9.2297209,38.7206901
"Park",-9.2296765,38.7207311
"Park",-9.2296099,38.7207648
"Park",-9.2295808,38.7207921
"Park",-9.2295621,38.7208176
"Park",-9.2295434,38.7208723
"Park",-9.2295037,38.7209078
"Park",-9.2295002,38.7209488
"Park",-9.2293928,38.7209779
"Park",-9.2292982,38.7209214
"Park",-9.2291873,38.7208613
"Park",-9.2291219,38.7208313
"Park",-9.2287659,38.7207139
"Park",-9.2291044,38.7207848
"Park",-9.2291348,38.7207748
"Park",-9.229164,38.7207447
"Park",-9.2291791,38.7207101
"Park",-9.2291955,38.7206509
"Park",-9.229206,38.7206081
"Park",-9.2292363,38.7206099
"Park",-9.2277613,38.7210409
"Park",-9.2276334,38.720976
"Park",-9.2275672,38.720952
"Park",-9.2275271,38.7209123
"Park",-9.2274948,38.7207897
"Park",-9.2275209,38.7207248
"Park",-9.2275764,38.7206864
"Park",-9.2276642,38.7206647
"Park",-9.2277551,38.7206599
"Park",-9.2278814,38.7206888
"Park",-9.2280355,38.7207236
"Park",-9.2283004,38.7207789
"Park",-9.2284314,38.7208102
"Park",-9.2286132,38.7208534
"Park",-9.2287611,38.7209015
"Park",-9.2290722,38.7210446
"Park",-9.2285593,38.7210434
"Park",-9.2284129,38.7209532
"Park",-9.2282635,38.7209111
"Park",-9.228228,38.7208991
"Park",-9.2281695,38.7209063
