"","municipality","av_gross_income_hhold","median_net_income_hhold","gini_coef_net_income_hhold","live_births","oldest_age_ratio","upper_sec_education","homeless","build_repair","foreign_res","unemployment","var_resident_pop","ine_code","PERIMETRO","AREA_M2","Shape__Area","Shape__Length","geometry_wkt"
"1","Ajuda",22264,13431,42.7,142,59.07,50.56,0,37,7.28,10.53,-8.39,110601,9153.04,2876608.3,4730512.71435547,11740.6023967158,"POLYGON ((-9.193383 38.70058, -9.193666 38.70043, -9.193682 38.70042, -9.193961 38.70071, -9.19429 38.7011, -9.194329 38.70109, -9.194675 38.701, -9.196266 38.70056, -9.19675 38.70158, -9.196902 38.70187, -9.198277 38.70196, -9.198437 38.70197, -9.198511 38.70198, -9.19868 38.70204, -9.199146 38.7022, -9.199608 38.70236, -9.199613 38.70229, -9.199789 38.70113, -9.199804 38.70103, -9.19983 38.70086, -9.199972 38.70089, -9.200463 38.701, -9.200789 38.70109, -9.200863 38.70111, -9.200895 38.70112, -9.201006 38.70116, -9.201032 38.70118, -9.201111 38.70125, -9.201767 38.70144, -9.20184 38.70146, -9.201919 38.70149, -9.202544 38.70167, -9.202454 38.70199, -9.202465 38.7021, -9.202474 38.70219, -9.202455 38.70244, -9.202431 38.70273, -9.202417 38.70333, -9.202408 38.70371, -9.202378 38.70424, -9.202362 38.70454, -9.202353 38.7047, -9.202345 38.70486, -9.202316 38.70539, -9.202314 38.70542, -9.202293 38.70574, -9.202322 38.70593, -9.202327 38.70595, -9.202341 38.70601, -9.202471 38.70688, -9.202475 38.7069, -9.202513 38.70718, -9.202514 38.70718, -9.202564 38.70754, -9.202567 38.70755, -9.202745 38.7075, -9.20315 38.7074, -9.204364 38.70707, -9.204374 38.70706, -9.204385 38.70706, -9.204711 38.70773, -9.204729 38.70777, -9.204745 38.7078, -9.204759 38.70783, -9.204769 38.70786, -9.20478 38.7079, -9.204787 38.70792, -9.204794 38.70796, -9.204814 38.70801, -9.204825 38.70808, -9.204835 38.70813, -9.204826 38.70819, -9.204818 38.70826, -9.204799 38.70831, -9.204767 38.70837, -9.204725 38.70843, -9.204676 38.70846, -9.20466 38.70849, -9.20464 38.70851, -9.204635 38.70852, -9.204605 38.70855, -9.204736 38.70887, -9.205353 38.71036, -9.205404 38.71037, -9.205798 38.71038, -9.206055 38.71038, -9.206348 38.71039, -9.206393 38.71042, -9.206403 38.71042, -9.20675 38.71064, -9.20716 38.71087, -9.207453 38.71105, -9.207506 38.71109, -9.207522 38.71111, -9.207533 38.71112, -9.207536 38.71113, -9.207541 38.71115, -9.20754 38.71118, -9.207529 38.71122, -9.207497 38.71131, -9.207547 38.71133, -9.207651 38.71136, -9.207798 38.7114, -9.20787 38.71143, -9.207889 38.71143, -9.207973 38.71144, -9.208068 38.71145, -9.2081 38.71146, -9.208146 38.71146, -9.208205 38.71146, -9.208331 38.71146, -9.208514 38.71146, -9.208747 38.71145, -9.209018 38.71146, -9.209211 38.71146, -9.209291 38.71147, -9.209356 38.71147, -9.209474 38.71148, -9.209528 38.71148, -9.209623 38.71149, -9.209673 38.71149, -9.209763 38.7115, -9.209827 38.7115, -9.209925 38.71151, -9.210018 38.71151, -9.210084 38.71151, -9.210047 38.71162, -9.210007 38.7118, -9.209986 38.71192, -9.209961 38.71202, -9.20995 38.71206, -9.209934 38.71212, -9.20989 38.71235, -9.209889 38.71236, -9.209904 38.71236, -9.209921 38.71237, -9.209917 38.71238, -9.209909 38.71243, -9.209897 38.7125, -9.209884 38.71256, -9.209875 38.7126, -9.209867 38.71264, -9.209861 38.71268, -9.209854 38.7127, -9.209847 38.71272, -9.209831 38.71277, -9.209748 38.71288, -9.209718 38.71291, -9.209704 38.71293, -9.209668 38.71298, -9.209532 38.71313, -9.209444 38.71323, -9.209307 38.71338, -9.209278 38.71341, -9.20922 38.71347, -9.209206 38.71349, -9.209178 38.71347, -9.208999 38.71337, -9.208979 38.7134, -9.208907 38.71348, -9.208867 38.71347, -9.208739 38.71362, -9.208734 38.71363, -9.208728 38.71363, -9.208709 38.71363, -9.208657 38.7136, -9.208627 38.71359, -9.208483 38.71352, -9.208437 38.71357, -9.208387 38.71362, -9.207854 38.71334, -9.207817 38.71332, -9.207795 38.71331, -9.207631 38.71325, -9.207599 38.71323, -9.207528 38.71326, -9.207122 38.71363, -9.207035 38.71367, -9.207027 38.71367, -9.206971 38.71369, -9.206866 38.71385, -9.206888 38.71386, -9.206963 38.71388, -9.207038 38.71392, -9.207113 38.71395, -9.207149 38.71397, -9.206594 38.71477, -9.206552 38.71483, -9.206529 38.71486, -9.206386 38.7148, -9.206335 38.71478, -9.206251 38.71474, -9.206219 38.71479, -9.206202 38.71481, -9.205908 38.71526, -9.205863 38.71531, -9.205831 38.71533, -9.205637 38.71543, -9.206387 38.71608, -9.206638 38.71629, -9.206752 38.7164, -9.206838 38.71648, -9.207218 38.71687, -9.207904 38.71755, -9.208456 38.71813, -9.208932 38.71872, -9.20926 38.71927, -9.209431 38.71964, -9.209406 38.71965, -9.209383 38.71966, -9.209338 38.71967, -9.208268 38.71998, -9.207412 38.72023, -9.207145 38.72031, -9.206264 38.72057, -9.205756 38.72073, -9.204753 38.72103, -9.203734 38.72133, -9.203502 38.72141, -9.202889 38.72162, -9.202207 38.72186, -9.201966 38.72194, -9.200474 38.72248, -9.19836 38.72325, -9.197934 38.72341, -9.197808 38.72346, -9.197377 38.72361, -9.196678 38.72386, -9.194897 38.72451, -9.19436 38.7247, -9.194251 38.72473, -9.194147 38.72477, -9.194104 38.72438, -9.194103 38.72437, -9.194029 38.7237, -9.193936 38.72254, -9.193873 38.72129, -9.193852 38.72085, -9.193819 38.72019, -9.193756 38.71895, -9.193943 38.71758, -9.194129 38.71618, -9.193776 38.71618, -9.193036 38.71618, -9.192948 38.71367, -9.193148 38.71366, -9.19296 38.71319, -9.192796 38.71278, -9.192467 38.71216, -9.192376 38.71199, -9.192214 38.71169, -9.192111 38.71156, -9.192044 38.71156, -9.192036 38.71156, -9.190292 38.71059, -9.190262 38.71057, -9.190224 38.71055, -9.190098 38.71052, -9.19009 38.71052, -9.190081 38.71052, -9.189809 38.71045, -9.189777 38.71037, -9.18976 38.71033, -9.189738 38.71027, -9.189642 38.71002, -9.189626 38.71, -9.189372 38.70969, -9.189273 38.70957, -9.189022 38.70929, -9.188918 38.70918, -9.188741 38.70899, -9.188339 38.70867, -9.187645 38.70816, -9.187265 38.70788, -9.186882 38.70762, -9.1867 38.7075, -9.186132 38.70712, -9.186556 38.70726, -9.186861 38.70736, -9.187336 38.70751, -9.187658 38.7076, -9.187824 38.70764, -9.188098 38.7077, -9.188291 38.70772, -9.188334 38.70773, -9.188407 38.70774, -9.188731 38.70777, -9.189029 38.70776, -9.189145 38.70776, -9.189115 38.70772, -9.189007 38.70759, -9.188948 38.70748, -9.188938 38.70746, -9.18893 38.70738, -9.188917 38.70725, -9.188992 38.70698, -9.189082 38.70666, -9.189111 38.70656, -9.189245 38.70617, -9.189285 38.70605, -9.189293 38.70603, -9.189329 38.70597, -9.18934 38.70595, -9.189381 38.70587, -9.189708 38.70541, -9.189887 38.70518, -9.189999 38.70504, -9.190075 38.70496, -9.190278 38.70474, -9.190491 38.7045, -9.190742 38.70426, -9.191027 38.70397, -9.191102 38.70389, -9.191195 38.70379, -9.191387 38.70353, -9.191404 38.70347, -9.191662 38.70247, -9.191898 38.70154, -9.191951 38.70136, -9.191956 38.70134, -9.19198 38.70132, -9.192031 38.70126, -9.193383 38.70058))"
"2","Alcântara",24819,13744,45.9,168,56.6,62.13,14,48.9,11.75,9.4,-0.67,110602,11258.38,5074775.3,8344800.35205078,14443.9605365904,"POLYGON ((-9.178122 38.72376, -9.177999 38.72373, -9.177929 38.72371, -9.177839 38.72369, -9.175664 38.72318, -9.175023 38.72302, -9.174963 38.72301, -9.174915 38.723, -9.174938 38.72295, -9.175014 38.72278, -9.175039 38.72271, -9.175255 38.72213, -9.175379 38.72174, -9.175418 38.7216, -9.175448 38.72121, -9.175439 38.72097, -9.175363 38.72064, -9.175293 38.72045, -9.175192 38.72016, -9.175143 38.72005, -9.175024 38.71977, -9.174989 38.71963, -9.174939 38.71943, -9.174884 38.71906, -9.17488 38.71878, -9.174885 38.71864, -9.174893 38.71844, -9.174903 38.71834, -9.174914 38.71825, -9.174979 38.718, -9.175078 38.71768, -9.175367 38.71677, -9.175818 38.71528, -9.175895 38.71486, -9.175899 38.71483, -9.175907 38.71475, -9.175958 38.71428, -9.175953 38.71422, -9.175943 38.7141, -9.175832 38.71363, -9.17567 38.71328, -9.17551 38.71292, -9.175269 38.71241, -9.175233 38.71233, -9.175139 38.71214, -9.174535 38.71087, -9.174457 38.7107, -9.174377 38.71054, -9.173993 38.70976, -9.173781 38.70932, -9.173711 38.70914, -9.173675 38.70858, -9.173681 38.70849, -9.173712 38.70809, -9.173791 38.70742, -9.173847 38.70695, -9.173852 38.70691, -9.173889 38.70659, -9.173902 38.70649, -9.173905 38.70646, -9.173915 38.70637, -9.173977 38.70615, -9.173994 38.70609, -9.174025 38.70598, -9.174081 38.70581, -9.174101 38.70574, -9.174104 38.70573, -9.174128 38.70564, -9.174487 38.70435, -9.174505 38.70429, -9.17451 38.70428, -9.175284 38.70193, -9.175365 38.70169, -9.17537 38.70168, -9.17544 38.70146, -9.175407 38.70131, -9.174908 38.69909, -9.175901 38.69893, -9.175931 38.69879, -9.175904 38.69864, -9.174733 38.6921, -9.177601 38.69198, -9.182956 38.69231, -9.185937 38.69157, -9.187498 38.69671, -9.187532 38.69683, -9.187669 38.69729, -9.188063 38.69849, -9.188074 38.69852, -9.188959 38.69832, -9.188985 38.69831, -9.189243 38.69825, -9.190333 38.69805, -9.19118 38.69793, -9.192049 38.69902, -9.19253 38.69962, -9.19266 38.69977, -9.193368 38.70057, -9.193383 38.70058, -9.192031 38.70126, -9.19198 38.70132, -9.191956 38.70134, -9.191951 38.70136, -9.191898 38.70154, -9.191662 38.70247, -9.191404 38.70347, -9.191387 38.70353, -9.191195 38.70379, -9.191102 38.70389, -9.191027 38.70397, -9.190742 38.70426, -9.190491 38.7045, -9.190278 38.70474, -9.190075 38.70496, -9.189999 38.70504, -9.189887 38.70518, -9.189708 38.70541, -9.189381 38.70587, -9.18934 38.70595, -9.189329 38.70597, -9.189293 38.70603, -9.189285 38.70605, -9.189245 38.70617, -9.189111 38.70656, -9.189082 38.70666, -9.188992 38.70698, -9.188917 38.70725, -9.18893 38.70738, -9.188938 38.70746, -9.188948 38.70748, -9.189007 38.70759, -9.189115 38.70772, -9.189145 38.70776, -9.189029 38.70776, -9.188731 38.70777, -9.188407 38.70774, -9.188334 38.70773, -9.188291 38.70772, -9.188098 38.7077, -9.187824 38.70764, -9.187658 38.7076, -9.187336 38.70751, -9.186861 38.70736, -9.186556 38.70726, -9.186132 38.70712, -9.1867 38.7075, -9.186882 38.70762, -9.187265 38.70788, -9.187645 38.70816, -9.188339 38.70867, -9.188741 38.70899, -9.188918 38.70918, -9.189022 38.70929, -9.189273 38.70957, -9.189372 38.70969, -9.189626 38.71, -9.189642 38.71002, -9.189738 38.71027, -9.18976 38.71033, -9.189777 38.71037, -9.189809 38.71045, -9.190081 38.71052, -9.19009 38.71052, -9.190098 38.71052, -9.190224 38.71055, -9.190262 38.71057, -9.190292 38.71059, -9.192036 38.71156, -9.192044 38.71156, -9.192111 38.71156, -9.192214 38.71169, -9.192376 38.71199, -9.192467 38.71216, -9.192796 38.71278, -9.19296 38.71319, -9.193148 38.71366, -9.192948 38.71367, -9.193036 38.71618, -9.193776 38.71618, -9.194129 38.71618, -9.193943 38.71758, -9.193756 38.71895, -9.193819 38.72019, -9.193852 38.72085, -9.193873 38.72129, -9.193936 38.72254, -9.194029 38.7237, -9.194103 38.72437, -9.194104 38.72438, -9.194147 38.72477, -9.194056 38.7248, -9.193981 38.72483, -9.193908 38.72485, -9.193865 38.72487, -9.193853 38.72487, -9.193823 38.72488, -9.192907 38.72514, -9.191978 38.72533, -9.19161 38.72541, -9.190796 38.72549, -9.190499 38.72551, -9.190224 38.72553, -9.189967 38.72554, -9.189453 38.72556, -9.189158 38.72555, -9.18901 38.72554, -9.188195 38.7255, -9.18772 38.72545, -9.187569 38.72543, -9.186943 38.72535, -9.186134 38.72518, -9.185651 38.72508, -9.185395 38.72502, -9.185364 38.72502, -9.185264 38.725, -9.18435 38.72485, -9.184299 38.72484, -9.184114 38.72482, -9.183853 38.7248, -9.182137 38.72463, -9.181845 38.72459, -9.181476 38.72454, -9.180893 38.72442, -9.180589 38.72434, -9.179953 38.72419, -9.179275 38.72403, -9.178861 38.72393, -9.178366 38.72382, -9.1782 38.72378, -9.178144 38.72376, -9.178122 38.72376))"
"3","Alvalade",36960,20281,45.1,322,56.97,75.08,9,36,5.38,6.04,4.7,110654,10751.23,5341679.01,8794621.97851562,13786.9157430381,"POLYGON ((-9.128574 38.76301, -9.128589 38.76278, -9.128584 38.76277, -9.128587 38.76273, -9.128594 38.76271, -9.128612 38.76266, -9.128617 38.76264, -9.128614 38.76262, -9.128598 38.76259, -9.128567 38.76256, -9.128557 38.76256, -9.128551 38.76256, -9.128542 38.76255, -9.128529 38.76254, -9.128524 38.76252, -9.128524 38.76251, -9.128528 38.7625, -9.128534 38.76249, -9.128543 38.76248, -9.128554 38.76247, -9.128574 38.76246, -9.128594 38.76246, -9.128622 38.76246, -9.12864 38.76247, -9.128706 38.76242, -9.128774 38.76238, -9.128913 38.76228, -9.128928 38.76229, -9.128935 38.76229, -9.128952 38.76228, -9.128975 38.76227, -9.128994 38.76226, -9.129006 38.76226, -9.129017 38.76226, -9.129033 38.76226, -9.129045 38.76227, -9.129091 38.76224, -9.129145 38.76221, -9.129183 38.76219, -9.129247 38.76215, -9.12919 38.76201, -9.129071 38.76171, -9.12906 38.76167, -9.129043 38.7616, -9.12905 38.76151, -9.129063 38.76141, -9.129076 38.76128, -9.129098 38.76106, -9.129122 38.76084, -9.129147 38.7606, -9.128936 38.76059, -9.128949 38.76046, -9.128959 38.76037, -9.128981 38.76014, -9.129011 38.75985, -9.129012 38.75983, -9.129088 38.75984, -9.12913 38.75941, -9.129147 38.75919, -9.129155 38.75912, -9.129168 38.75898, -9.129192 38.75876, -9.129244 38.75876, -9.129332 38.75877, -9.129341 38.75864, -9.129348 38.75854, -9.129368 38.75832, -9.129377 38.75823, -9.129389 38.75812, -9.129393 38.75809, -9.129414 38.75787, -9.129437 38.75764, -9.129461 38.75742, -9.129482 38.75719, -9.129501 38.75697, -9.129526 38.75675, -9.129554 38.75652, -9.12957 38.7563, -9.129572 38.75629, -9.129594 38.75607, -9.129615 38.75585, -9.129637 38.75562, -9.129643 38.75561, -9.129655 38.75558, -9.12971 38.75543, -9.129713 38.75542, -9.129717 38.75537, -9.129735 38.75514, -9.129743 38.75514, -9.129751 38.75514, -9.129771 38.75491, -9.129754 38.75491, -9.129769 38.75475, -9.129783 38.75459, -9.12981 38.75438, -9.129832 38.75421, -9.12986 38.75421, -9.12989 38.7542, -9.129903 38.75409, -9.129847 38.75404, -9.129865 38.75383, -9.12989 38.75359, -9.129918 38.75336, -9.129926 38.75325, -9.129936 38.75312, -9.129955 38.7529, -9.129958 38.75279, -9.129971 38.75266, -9.129979 38.75257, -9.129982 38.75255, -9.129988 38.75249, -9.129992 38.75244, -9.129994 38.75235, -9.129996 38.75232, -9.129999 38.75228, -9.13 38.75226, -9.130004 38.75222, -9.130014 38.7521, -9.130025 38.75201, -9.130027 38.75199, -9.130029 38.75197, -9.130031 38.75194, -9.130037 38.75186, -9.130045 38.75176, -9.13006 38.75161, -9.130071 38.7515, -9.130078 38.7515, -9.130088 38.75139, -9.130014 38.75143, -9.129941 38.75142, -9.129889 38.75142, -9.129857 38.75142, -9.129789 38.75141, -9.129674 38.75141, -9.12961 38.75138, -9.12958 38.75136, -9.129532 38.75133, -9.129373 38.75122, -9.129327 38.75115, -9.129249 38.75101, -9.129197 38.75097, -9.129164 38.75091, -9.129094 38.75084, -9.129071 38.7508, -9.129043 38.75076, -9.12904 38.75064, -9.129036 38.75048, -9.129032 38.75033, -9.129047 38.75024, -9.129049 38.75023, -9.129064 38.75017, -9.129048 38.75015, -9.129044 38.75014, -9.129041 38.75011, -9.129026 38.7501, -9.129007 38.75009, -9.129004 38.75007, -9.129004 38.74994, -9.128995 38.74991, -9.128985 38.7499, -9.128964 38.74989, -9.128952 38.74989, -9.128938 38.74989, -9.128926 38.74989, -9.128913 38.74988, -9.128875 38.74987, -9.128853 38.74987, -9.128839 38.74985, -9.12883 38.74984, -9.128784 38.74983, -9.128712 38.74982, -9.12872 38.74977, -9.128736 38.74969, -9.12878 38.74969, -9.128805 38.74964, -9.128761 38.74963, -9.12871 38.7496, -9.128734 38.74949, -9.128744 38.74946, -9.128843 38.74943, -9.128814 38.74936, -9.128852 38.74935, -9.12889 38.74934, -9.128944 38.74932, -9.128971 38.74937, -9.128982 38.74939, -9.129059 38.74938, -9.129145 38.74938, -9.129194 38.74938, -9.129275 38.74944, -9.129305 38.74946, -9.129323 38.74947, -9.129343 38.74948, -9.129384 38.7495, -9.129466 38.74952, -9.129489 38.74953, -9.129496 38.74953, -9.129524 38.74954, -9.129553 38.74955, -9.129615 38.74957, -9.129652 38.74959, -9.129717 38.74961, -9.129726 38.74961, -9.129737 38.74961, -9.129774 38.74963, -9.129795 38.74965, -9.129797 38.74963, -9.13011 38.74966, -9.130245 38.74956, -9.130243 38.74953, -9.130247 38.74949, -9.130259 38.74946, -9.130275 38.74944, -9.130303 38.74941, -9.130339 38.74939, -9.13039 38.74937, -9.130241 38.74937, -9.130173 38.74937, -9.130061 38.74937, -9.129922 38.74937, -9.129869 38.74935, -9.129824 38.74934, -9.129802 38.74933, -9.129736 38.74927, -9.129674 38.74921, -9.129658 38.74918, -9.129653 38.74918, -9.129628 38.74911, -9.129626 38.74906, -9.12963 38.74901, -9.12964 38.74896, -9.129655 38.74893, -9.129677 38.74889, -9.129734 38.74884, -9.129731 38.74882, -9.130069 38.74871, -9.130083 38.74868, -9.1301 38.74864, -9.130166 38.74863, -9.13019 38.74863, -9.130244 38.74863, -9.130253 38.74841, -9.130261 38.74821, -9.130276 38.7482, -9.130412 38.74812, -9.130414 38.7481, -9.130437 38.7479, -9.130442 38.74786, -9.130446 38.74783, -9.130473 38.74756, -9.130487 38.74742, -9.130556 38.74676, -9.130566 38.74662, -9.130569 38.74659, -9.130576 38.74652, -9.130473 38.74651, -9.130448 38.74651, -9.13047 38.74594, -9.130471 38.74593, -9.130859 38.74593, -9.131234 38.74594, -9.131256 38.74594, -9.132227 38.74587, -9.134682 38.74556, -9.134689 38.74556, -9.134857 38.74554, -9.135995 38.74547, -9.13664 38.74542, -9.13725 38.74539, -9.137921 38.74534, -9.139423 38.74524, -9.13961 38.74523, -9.139663 38.74522, -9.139783 38.74521, -9.140229 38.74517, -9.140243 38.74517, -9.140496 38.74518, -9.14145 38.74513, -9.141934 38.7451, -9.142518 38.74506, -9.14286 38.74506, -9.143301 38.74506, -9.14437 38.74507, -9.144525 38.74507, -9.14537 38.74501, -9.145502 38.74501, -9.145513 38.74501, -9.146351 38.74485, -9.147524 38.74463, -9.147577 38.74493, -9.147594 38.745, -9.147644 38.7452, -9.147645 38.74521, -9.147651 38.74523, -9.148319 38.74795, -9.148357 38.74811, -9.148394 38.74826, -9.148417 38.74825, -9.14845 38.74825, -9.14946 38.74812, -9.15026 38.748, -9.150368 38.74799, -9.15129 38.74785, -9.151507 38.74782, -9.153544 38.7475, -9.155475 38.74721, -9.156647 38.74697, -9.156695 38.74696, -9.157247 38.74681, -9.157808 38.74666, -9.158248 38.74651, -9.158938 38.74628, -9.15982 38.74599, -9.161761 38.74524, -9.161786 38.74523, -9.161816 38.74521, -9.1619 38.74518, -9.162 38.74514, -9.162022 38.74513, -9.162045 38.74516, -9.164786 38.74939, -9.165126 38.74991, -9.165269 38.75008, -9.165298 38.75015, -9.165337 38.75024, -9.165387 38.75037, -9.165391 38.75039, -9.1654 38.75044, -9.165432 38.75061, -9.165434 38.75062, -9.165465 38.75076, -9.165634 38.75096, -9.165855 38.7511, -9.166104 38.75134, -9.166256 38.75149, -9.166983 38.75219, -9.167219 38.75236, -9.167664 38.75264, -9.167679 38.75265, -9.167703 38.75268, -9.167736 38.75273, -9.167852 38.75284, -9.167973 38.75296, -9.168163 38.75314, -9.168452 38.75342, -9.168514 38.75349, -9.168695 38.75367, -9.169036 38.75402, -9.16931 38.75428, -9.169454 38.75442, -9.169601 38.75456, -9.169593 38.75464, -9.169598 38.75472, -9.169648 38.75524, -9.169693 38.75568, -9.169716 38.75595, -9.16972 38.756, -9.169723 38.75603, -9.169732 38.75619, -9.16978 38.75705, -9.169781 38.75707, -9.169698 38.75732, -9.169642 38.75732, -9.16776 38.75727, -9.167582 38.75727, -9.167504 38.75726, -9.16695 38.75725, -9.166844 38.75725, -9.166328 38.75725, -9.165985 38.75726, -9.165895 38.75726, -9.165467 38.75725, -9.164846 38.75732, -9.164814 38.75732, -9.164245 38.75734, -9.163896 38.75742, -9.163491 38.75751, -9.163071 38.7576, -9.162511 38.75773, -9.161898 38.75787, -9.16144 38.75797, -9.160019 38.75837, -9.159843 38.75842, -9.159791 38.75843, -9.159677 38.75846, -9.15515 38.75974, -9.155114 38.75975, -9.154203 38.76, -9.152744 38.76041, -9.151869 38.76066, -9.151824 38.76067, -9.151709 38.7607, -9.151632 38.76072, -9.151406 38.76079, -9.151211 38.76086, -9.150741 38.76102, -9.150559 38.76108, -9.14965 38.7614, -9.148525 38.76172, -9.148418 38.76175, -9.148352 38.76177, -9.146864 38.7621, -9.145851 38.76232, -9.14563 38.76237, -9.145469 38.7624, -9.145014 38.76248, -9.144584 38.76255, -9.144289 38.7626, -9.143883 38.76267, -9.143491 38.76274, -9.142305 38.7629, -9.142222 38.7629, -9.141605 38.76296, -9.141595 38.76296, -9.140926 38.76301, -9.139182 38.76307, -9.137433 38.76307, -9.136728 38.76306, -9.134215 38.76305, -9.131637 38.76303, -9.130329 38.76303, -9.129537 38.76302, -9.129133 38.76302, -9.129116 38.76302, -9.128971 38.76303, -9.128814 38.76303, -9.128727 38.76303, -9.128666 38.76302, -9.128574 38.76301))"
"4","Areeiro",36207,18984,47.8,176,53.44,75.59,0,29.8,7.86,7.31,5.11,110655,6359.33,1718936.2,2829113.32763672,8153.89634151785,"POLYGON ((-9.120104 38.74117, -9.120339 38.74101, -9.120345 38.74101, -9.120715 38.74075, -9.121009 38.74069, -9.121189 38.74066, -9.121455 38.7406, -9.121549 38.7406, -9.121647 38.74061, -9.12177 38.74062, -9.121951 38.74064, -9.122077 38.74065, -9.122309 38.74068, -9.122542 38.7407, -9.122747 38.74071, -9.122916 38.74072, -9.123138 38.74072, -9.123189 38.74072, -9.123251 38.74072, -9.123343 38.7407, -9.123468 38.74066, -9.123579 38.7406, -9.123699 38.74052, -9.123893 38.74035, -9.12388 38.73998, -9.123889 38.73967, -9.123896 38.7396, -9.1239 38.73954, -9.123796 38.73948, -9.123654 38.73937, -9.123631 38.73935, -9.123593 38.7393, -9.123419 38.73913, -9.123227 38.73894, -9.123225 38.73893, -9.123229 38.73893, -9.123737 38.73865, -9.124775 38.73828, -9.124932 38.73823, -9.125616 38.73804, -9.125863 38.73797, -9.126264 38.7379, -9.126476 38.73786, -9.126559 38.73784, -9.127051 38.73768, -9.127099 38.73767, -9.127468 38.7376, -9.127752 38.73755, -9.128231 38.73744, -9.128574 38.73735, -9.128584 38.73735, -9.128867 38.73736, -9.128888 38.73736, -9.129046 38.73735, -9.129122 38.73735, -9.129135 38.73734, -9.129144 38.73734, -9.129162 38.73734, -9.129769 38.7373, -9.131185 38.73722, -9.132978 38.73711, -9.133889 38.73705, -9.134425 38.73702, -9.136504 38.7369, -9.136528 38.73689, -9.136494 38.73659, -9.136488 38.73642, -9.136487 38.7364, -9.136519 38.73629, -9.136576 38.73613, -9.136679 38.73603, -9.1367 38.73602, -9.136973 38.73588, -9.137135 38.73579, -9.13745 38.73563, -9.138094 38.7354, -9.138366 38.73534, -9.139126 38.73529, -9.141622 38.73522, -9.141627 38.73524, -9.141805 38.73608, -9.141957 38.73679, -9.142089 38.73741, -9.142266 38.73824, -9.142363 38.73869, -9.142436 38.73903, -9.142424 38.73903, -9.141905 38.73919, -9.142255 38.73991, -9.143371 38.7416, -9.143494 38.74179, -9.143518 38.74182, -9.14389 38.74238, -9.144504 38.7435, -9.145075 38.74451, -9.145106 38.74456, -9.145198 38.74466, -9.145296 38.74477, -9.145386 38.74487, -9.145414 38.7449, -9.145472 38.74496, -9.145513 38.74501, -9.145502 38.74501, -9.14537 38.74501, -9.144525 38.74507, -9.14437 38.74507, -9.143301 38.74506, -9.14286 38.74506, -9.142518 38.74506, -9.141934 38.7451, -9.14145 38.74513, -9.140496 38.74518, -9.140243 38.74517, -9.140229 38.74517, -9.139783 38.74521, -9.139663 38.74522, -9.13961 38.74523, -9.139423 38.74524, -9.137921 38.74534, -9.13725 38.74539, -9.13664 38.74542, -9.135995 38.74547, -9.134857 38.74554, -9.134689 38.74556, -9.134682 38.74556, -9.132227 38.74587, -9.131256 38.74594, -9.131234 38.74594, -9.130859 38.74593, -9.130471 38.74593, -9.13047 38.74594, -9.130448 38.74651, -9.130473 38.74651, -9.130576 38.74652, -9.130569 38.74659, -9.130566 38.74662, -9.130556 38.74676, -9.130487 38.74742, -9.130473 38.74756, -9.130446 38.74783, -9.130442 38.74786, -9.130437 38.7479, -9.130414 38.7481, -9.130412 38.74812, -9.130276 38.7482, -9.130261 38.74821, -9.130253 38.74841, -9.130244 38.74863, -9.13019 38.74863, -9.130166 38.74863, -9.1301 38.74864, -9.130063 38.74864, -9.130046 38.74864, -9.129953 38.74862, -9.129914 38.74861, -9.129881 38.7486, -9.129818 38.74858, -9.129724 38.74854, -9.129613 38.74848, -9.129521 38.74842, -9.129445 38.74836, -9.129374 38.74829, -9.129295 38.74821, -9.129224 38.74809, -9.12906 38.74789, -9.128949 38.74776, -9.128921 38.74772, -9.128914 38.74771, -9.128823 38.74758, -9.128515 38.74721, -9.128387 38.74703, -9.128161 38.74677, -9.128153 38.74676, -9.128089 38.74668, -9.127926 38.74648, -9.127776 38.74624, -9.127686 38.74611, -9.127672 38.74608, -9.127397 38.74579, -9.12736 38.74574, -9.127326 38.74571, -9.127311 38.74569, -9.127285 38.74567, -9.127228 38.74563, -9.127156 38.74556, -9.127129 38.74554, -9.127057 38.74548, -9.127013 38.74544, -9.126965 38.74541, -9.126919 38.74538, -9.126731 38.74527, -9.126693 38.74525, -9.126614 38.7452, -9.126424 38.74509, -9.126167 38.74488, -9.125943 38.74475, -9.125914 38.74473, -9.125855 38.7447, -9.125751 38.74465, -9.125519 38.7445, -9.125405 38.74444, -9.125259 38.74435, -9.125237 38.74433, -9.124812 38.74409, -9.124644 38.74402, -9.124384 38.74389, -9.124281 38.74385, -9.124086 38.74376, -9.123884 38.74372, -9.123728 38.74369, -9.123718 38.74368, -9.123643 38.74367, -9.123523 38.74362, -9.12346 38.7436, -9.123436 38.74359, -9.123251 38.7435, -9.122891 38.74332, -9.122664 38.7432, -9.122305 38.74295, -9.122087 38.7428, -9.121556 38.74247, -9.121133 38.74209, -9.121016 38.74197, -9.12096 38.74191, -9.120939 38.74189, -9.120918 38.74187, -9.120792 38.74173, -9.120472 38.74146, -9.120363 38.74137, -9.120323 38.74134, -9.120294 38.74131, -9.120104 38.74117))"
